Age,Tenure_Months,Monthly_Spend_USD,Support_Calls,Satisfaction_Score,Churn
39,56,90.42,2,5,0
43,25,162.19,3,5,0
42,51,118.56,2,5,0
46,38,150.83,0,5,0
42,42,121.95,1,1,0
38,59,46.42,2,1,1
45,47,20.0,0,3,0
34,53,128.4,0,3,0
26,54,109.45,4,2,0
33,52,135.93,1,1,1
27,58,109.91,2,5,0
28,38,200.72,2,2,1
33,23,129.22,0,4,0
27,25,102.12,2,1,1
31,42,133.49,3,3,0
18,7,102.85,2,1,1
37,22,123.72,2,1,1
35,17,71.3,0,1,1
26,18,119.66,0,1,0
41,49,100.89,3,4,0
44,41,75.09,1,3,0
18,10,199.03,1,1,1
27,10,76.65,1,4,0
27,57,120.28,2,2,0
25,7,87.89,3,1,1
43,48,131.88,2,4,0
33,50,69.02,1,5,0
32,38,153.61,0,2,0
18,27,201.45,0,3,0
41,52,86.42,1,1,1
22,33,168.68,2,1,0
35,1,104.72,2,4,1
37,44,180.23,2,3,0
48,53,207.54,0,5,0
21,34,110.65,3,2,1
18,4,59.19,2,3,0
36,17,157.92,3,1,1
53,4,128.98,1,4,0
47,43,140.07,2,5,0
37,54,106.41,1,4,0
30,26,84.62,2,2,0
43,4,166.41,1,3,1
25,1,132.79,2,4,0
39,7,62.26,0,4,0
40,30,147.48,0,1,1
45,50,139.45,2,4,0
62,9,106.99,0,5,0
38,35,184.79,0,3,0
29,8,95.27,2,2,0
34,24,113.24,1,4,0
18,19,150.75,6,5,0
28,36,123.07,1,2,0
30,50,64.62,1,5,0
29,52,127.35,0,4,0
36,59,103.42,1,4,0
26,43,154.28,1,3,0
46,27,126.05,4,1,1
35,32,123.78,0,5,0
34,14,78.07,1,1,1
31,57,110.8,0,1,0
36,18,158.8,1,2,0
43,28,88.94,1,2,1
26,29,118.7,0,5,0
28,16,82.54,0,1,0
31,35,72.65,0,3,0
21,47,116.61,2,1,1
26,59,126.95,1,2,0
30,59,199.75,1,1,0
43,31,101.78,2,4,0
37,4,117.99,4,4,1
36,37,70.0,2,3,1
43,17,144.49,0,5,0
33,39,135.92,1,1,1
38,48,179.54,1,4,0
33,46,164.46,4,5,1
37,26,134.06,0,4,0
29,48,101.2,1,5,0
18,39,128.19,1,5,0
33,41,115.56,2,4,1
49,4,158.14,1,2,1
44,30,153.05,5,5,1
44,30,108.14,2,1,1
47,22,61.52,0,4,0
35,11,173.34,1,2,0
36,2,143.27,2,4,1
28,44,107.22,1,3,0
31,12,141.71,1,1,1
41,30,122.99,1,3,1
47,36,172.74,0,5,0
33,18,42.81,0,5,0
30,26,104.11,0,3,1
35,53,183.96,3,3,0
41,7,142.53,0,5,0
20,1,190.9,1,2,0
18,58,71.13,2,1,1
29,26,162.89,1,4,0
22,23,160.49,1,3,1
29,26,52.73,1,1,0
33,45,108.18,1,4,0
30,6,115.74,1,4,0
49,6,55.22,2,3,0
38,44,109.02,2,2,0
38,8,154.93,1,2,0
41,24,104.36,1,1,1
23,22,129.69,2,1,1
45,19,129.97,1,5,0
34,37,119.51,2,2,0
41,18,91.79,1,1,1
24,31,146.35,3,5,0
19,37,56.52,2,4,1
43,30,120.34,1,1,1
38,57,175.42,2,5,0
25,42,102.11,4,2,1
26,33,90.91,0,4,0
46,10,149.02,3,1,1
23,37,126.54,1,2,1
51,12,149.82,3,4,0
25,54,121.54,0,3,1
41,30,24.47,0,2,0
31,27,167.2,1,3,1
41,39,202.8,4,1,1
29,9,171.36,2,5,0
33,54,20.0,3,1,0
35,21,138.04,2,2,0
24,12,101.33,4,3,1
42,55,76.63,5,3,1
29,29,124.91,2,4,0
32,33,114.04,1,1,1
25,43,140.35,2,1,1
18,53,122.26,2,2,1
33,15,75.17,1,3,1
59,2,96.94,3,2,1
42,52,90.48,2,2,0
34,39,51.34,3,3,1
32,53,65.13,0,2,0
35,44,111.56,1,3,0
40,54,176.95,1,2,1
23,18,98.58,1,5,0
46,3,89.7,1,2,0
42,7,72.75,0,2,1
42,43,121.22,1,5,0
39,18,167.17,3,1,1
35,44,200.11,4,3,0
41,38,131.42,1,4,0
40,37,125.6,0,5,0
31,58,98.26,1,1,0
29,33,104.94,0,2,0
36,44,145.17,1,1,1
50,59,107.4,2,5,0
22,31,113.51,3,2,1
20,58,118.99,2,1,1
36,11,96.37,0,4,0
35,4,117.0,0,3,1
36,59,39.22,1,3,0
37,18,141.95,1,5,0
32,4,214.07,4,2,1
49,49,97.92,1,2,0
18,34,134.95,2,3,1
26,29,154.06,0,1,0
33,24,171.21,3,2,1
18,22,109.43,1,4,0
33,2,47.87,1,4,0
51,44,130.69,2,2,1
35,6,125.15,3,2,1
37,42,106.17,0,3,0
22,25,114.66,3,5,0
28,55,125.75,4,3,0
31,57,134.47,5,5,1
31,21,132.79,0,4,0
47,55,111.29,0,5,0
40,59,135.37,0,3,0
23,16,108.6,0,2,0
37,31,145.68,1,5,0
39,14,94.9,1,3,0
46,39,122.92,0,4,0
50,28,55.05,0,5,0
24,32,105.2,2,4,1
26,28,142.7,3,4,1
22,51,78.65,3,1,1
32,55,107.2,0,5,0
39,49,23.8,4,3,0
44,9,65.28,2,5,1
34,58,75.74,1,5,0
31,45,124.07,0,4,0
36,22,133.34,2,4,0
26,32,117.76,1,4,0
55,5,104.7,2,4,0
18,23,104.84,3,3,1
36,5,148.64,2,2,1
55,42,128.51,4,1,1
35,53,106.64,2,4,0
33,32,171.73,0,4,0
31,59,198.0,2,1,0
33,10,70.17,0,4,0
48,59,140.9,3,2,1
18,39,243.6,0,5,0
50,58,131.21,1,1,1
20,15,124.62,0,3,0
32,7,117.77,2,1,1
30,29,139.61,0,2,0
40,59,150.2,1,3,0
19,47,70.21,0,5,0
39,3,118.94,1,4,1
55,19,29.22,3,1,1
21,10,111.63,2,3,0
36,28,83.89,0,1,1
28,29,133.57,1,5,0
39,15,53.74,2,1,1
35,35,99.51,1,3,0
28,6,158.66,1,2,1
39,12,92.95,1,3,1
53,47,43.8,0,1,0
33,38,130.3,1,5,0
42,13,96.54,0,4,0
22,29,112.56,0,4,0
25,19,90.81,2,5,0
39,3,198.98,1,1,0
49,8,57.68,2,5,0
38,8,233.34,2,1,1
31,55,104.37,1,3,0
34,58,127.34,2,2,0
22,20,97.01,0,1,1
41,47,95.33,0,4,0
43,4,88.61,5,4,1
30,51,144.05,0,2,0
30,21,63.57,0,1,1
37,3,134.56,1,2,0
30,45,32.62,0,3,0
34,8,130.94,0,2,1
55,23,153.97,0,3,0
32,16,69.02,1,4,0
31,13,147.15,2,3,0
28,3,122.06,0,1,1
42,48,183.94,1,1,1
33,9,85.79,1,1,1
28,14,232.64,2,1,1
48,13,24.37,1,5,1
49,53,106.82,1,3,0
28,57,52.06,3,1,1
18,7,194.04,1,2,1
45,15,109.53,0,2,1
28,7,113.13,0,5,0
42,38,137.73,0,3,0
18,34,119.81,2,3,1
43,41,96.25,5,3,1
22,22,69.73,4,5,1
42,24,126.74,1,3,0
35,49,135.15,0,3,0
25,37,147.82,3,1,1
30,44,196.51,3,3,1
41,1,33.05,2,1,1
36,10,117.29,0,1,1
40,43,167.67,1,3,0
54,16,115.02,1,2,1
19,46,26.47,2,4,0
51,8,68.36,4,2,1
36,56,133.14,1,3,0
26,49,131.69,1,3,0
21,25,146.9,1,2,0
33,50,88.76,2,3,0
44,12,130.4,2,1,1
33,25,82.17,3,5,0
50,17,130.4,0,3,0
20,26,122.13,0,3,0
34,46,87.17,3,2,1
22,48,182.33,0,1,1
38,14,51.77,2,2,1
43,41,114.34,1,2,0
30,36,86.28,1,3,0
18,57,193.37,1,1,0
36,23,143.94,1,3,1
39,43,94.03,0,3,0
39,6,108.81,2,3,1
47,47,194.45,3,3,1
24,5,82.15,3,5,0
41,43,49.42,1,4,0
46,25,131.64,2,1,1
18,18,132.55,2,5,0
38,13,146.64,2,4,0
29,43,146.91,1,4,0
34,14,190.83,3,4,1
38,28,51.27,1,5,0
30,18,71.89,1,1,0
28,59,146.49,1,2,1
35,57,75.77,1,4,0
24,28,61.74,3,2,0
24,51,194.63,1,2,0
41,56,55.2,3,3,0
23,27,105.95,4,2,1
41,32,117.63,1,3,0
39,47,172.37,2,1,1
18,9,45.25,0,1,1
28,40,136.62,3,3,1
46,32,84.38,1,1,1
25,20,145.1,2,4,0
30,28,83.73,1,1,1
39,33,182.89,2,3,1
42,4,83.96,1,4,1
32,46,21.52,4,2,1
29,57,88.45,1,2,0
49,34,109.55,1,2,0
52,48,163.29,1,3,0
44,3,69.66,2,2,1
35,26,70.45,0,1,0
26,8,158.42,1,2,1
26,6,64.99,2,5,0
40,16,112.84,1,5,0
39,24,113.65,1,2,1
49,48,128.7,3,2,1
41,39,90.01,1,5,0
19,30,82.92,1,2,1
45,45,133.4,1,4,0
25,13,84.16,4,5,1
31,5,65.6,0,3,0
37,25,169.11,2,5,0
54,20,139.52,4,1,1
66,54,190.7,0,4,0
41,18,151.36,2,3,1
33,47,69.27,1,2,0
40,18,123.85,0,1,0
43,2,79.37,1,1,0
31,10,53.94,0,4,0
52,55,102.11,1,3,0
37,45,159.26,1,1,1
39,50,131.0,0,3,0
41,47,64.36,2,3,0
39,12,100.71,0,1,1
43,47,114.29,3,3,0
28,13,52.44,1,4,0
29,50,148.53,2,1,0
23,47,110.85,1,4,0
39,57,64.38,0,4,0
42,55,62.11,0,3,0
39,11,164.03,0,3,0
51,19,104.77,2,1,1
34,35,167.61,4,2,1
41,39,182.89,4,1,1
24,53,160.9,1,4,0
31,26,98.66,1,3,0
41,46,20.09,2,4,0
43,14,132.52,2,5,0
32,54,203.66,3,5,0
34,45,118.58,3,4,1
19,44,40.41,2,2,1
31,24,93.0,1,2,0
43,41,112.65,3,1,1
40,1,76.08,2,1,1
40,51,20.0,0,1,0
35,43,116.09,3,3,0
35,55,88.6,2,2,0
28,22,190.91,3,4,1
41,23,124.04,1,5,0
39,56,138.78,1,2,0
39,54,115.24,1,2,0
29,19,123.75,0,2,1
18,18,53.91,0,1,1
45,12,78.39,3,3,0
30,55,163.54,0,4,0
26,28,128.38,1,1,1
41,28,104.06,4,3,1
31,59,139.45,2,2,0
45,33,140.23,1,3,0
41,19,199.64,3,1,1
41,28,126.52,2,2,0
21,59,77.5,1,1,1
47,52,115.37,0,4,0
37,49,144.3,0,2,0
31,37,159.83,3,3,0
36,26,55.4,3,1,1
18,35,130.15,1,5,0
39,34,84.11,3,3,1
24,35,97.33,1,3,0
21,40,153.83,1,2,0
19,16,149.85,4,3,0
46,38,92.87,1,1,1
28,13,113.69,2,5,0
50,23,98.56,1,4,0
29,54,235.67,1,5,0
18,22,131.13,2,1,1
23,16,86.42,2,2,1
47,28,172.89,1,1,0
33,48,174.3,2,3,1
29,35,191.67,1,2,0
36,45,203.52,1,4,0
40,46,148.31,1,4,0
46,8,106.01,2,1,1
49,44,111.9,1,3,1
31,55,108.32,1,4,0
21,55,103.85,1,5,0
30,22,169.6,2,2,1
37,21,120.03,1,5,0
25,26,158.86,2,4,0
25,40,147.06,0,4,0
38,21,76.05,3,1,1
34,25,51.31,1,1,1
35,41,70.53,2,2,1
27,1,102.93,0,1,1
32,6,125.37,0,3,0
25,23,94.07,2,2,1
43,51,148.12,1,3,1
45,23,98.89,0,1,0
18,43,130.28,1,2,0
25,43,124.7,3,4,1
20,23,189.38,2,5,0
28,32,80.99,0,4,0
34,30,208.34,1,3,0
20,13,96.23,0,4,0
25,43,66.4,2,4,0
24,18,111.32,0,5,0
37,23,249.61,2,5,0
35,15,155.81,2,4,0
27,33,144.12,1,5,0
36,21,151.81,2,4,0
29,57,89.22,1,2,0
32,39,133.04,0,4,0
51,23,120.1,1,1,1
48,27,192.36,3,5,0
22,45,115.65,1,5,0
43,44,104.87,2,3,0
43,18,73.41,0,3,1
23,24,125.6,0,1,1
43,51,131.72,4,5,0
50,47,71.94,2,5,0
23,40,138.13,2,3,0
25,51,129.33,3,3,0
45,42,160.54,2,4,0
37,7,168.49,1,5,0
40,50,123.77,3,5,0
38,48,78.55,1,4,0
38,20,86.78,0,5,0
21,27,190.49,1,1,1
45,6,126.62,2,3,1
46,27,189.85,2,3,0
32,9,139.94,2,3,1
34,53,150.15,0,2,0
19,45,157.55,0,1,0
40,57,71.07,2,1,1
40,31,132.28,2,4,0
34,21,70.52,3,2,1
46,26,108.6,2,5,0
31,40,145.61,2,1,1
40,48,78.99,2,2,1
24,45,142.37,1,2,0
34,13,60.07,1,1,1
33,49,165.73,2,4,0
37,23,93.42,0,2,0
31,20,78.92,4,3,1
33,37,62.59,0,2,0
43,54,96.83,1,5,0
30,53,43.7,3,1,0
18,28,98.06,1,5,0
52,17,163.98,0,4,0
48,28,112.45,0,3,1
22,41,72.9,2,1,0
41,2,129.05,0,2,1
29,25,125.52,2,3,1
37,58,198.26,0,2,0
37,50,151.63,4,4,1
32,41,132.22,0,1,0
27,6,156.2,1,4,1
28,11,114.62,3,4,1
25,57,116.98,2,4,0
26,38,186.36,2,4,0
34,6,54.58,2,2,1
27,45,158.72,2,5,0
41,11,115.57,1,2,1
49,14,108.34,0,3,1
29,2,97.88,1,4,0
37,40,126.15,1,3,0
39,3,118.26,1,2,1
39,55,103.41,1,4,0
35,53,91.89,1,2,0
42,35,43.79,1,4,0
39,33,91.05,3,2,1
22,24,99.51,2,1,1
43,19,126.05,6,5,1
43,18,198.52,4,5,0
27,49,95.36,1,4,0
35,52,79.05,1,1,0
41,24,91.42,1,3,0
32,45,126.13,2,1,1
45,35,143.55,1,4,0
58,1,149.13,7,1,1
27,36,153.11,0,3,0
21,25,158.77,3,4,1
38,45,108.84,1,5,0
42,49,202.13,1,1,0
32,43,105.81,1,5,0
49,34,124.37,1,5,0
21,25,171.83,1,2,1
41,16,142.66,1,3,0
28,34,30.37,1,1,1
52,29,120.23,0,5,0
54,19,154.48,2,5,0
27,23,66.26,1,3,0
29,19,150.03,1,5,0
43,25,135.61,0,5,0
31,16,167.36,1,5,0
34,54,92.32,0,5,0
35,51,159.84,3,2,0
18,9,126.38,4,2,1
34,1,190.64,1,4,0
28,42,231.44,0,1,1
30,19,181.53,1,3,0
49,33,139.22,2,4,1
22,34,212.84,0,2,0
43,16,144.14,0,2,0
32,44,83.68,2,2,0
32,40,118.43,2,4,0
42,55,150.47,2,2,0
38,18,153.04,1,4,0
